id,daily_times
1426,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
7340,"{'lundi': [], 'mardi': [], 'mercredi': ['30'], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4406,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
4287,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['8'], 'vendredi': ['9'], 'samedi': ['10'], 'dimanche': []}"
1422,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['10'], 'dimanche': []}"
2562,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['6'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
10235,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
9299,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['27', '31'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
2027,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['17'], 'dimanche': ['18']}"
4775,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['22'], 'dimanche': []}"
11944,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
2039,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
2047,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
11035,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
2044,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
2051,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
9125,"{'lundi': ['9h'], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['17h'], 'samedi': [], 'dimanche': []}"
7728,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['17'], 'dimanche': []}"
3139,"{'lundi': [], 'mardi': [], 'mercredi': ['23'], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4929,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4930,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4931,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4932,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4935,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4938,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4939,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
11945,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
2745,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
9382,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
9380,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
402,"{'lundi': [], 'mardi': ['9h00-12h30'], 'mercredi': ['9h00-12h30'], 'jeudi': [], 'vendredi': ['25', '9h00-12h30'], 'samedi': ['9h00-12h30'], 'dimanche': []}"
5752,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['30']}"
2755,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
5114,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
5116,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
5525,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['23'], 'samedi': [], 'dimanche': []}"
5119,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
5123,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
623,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
5138,"{'lundi': [], 'mardi': ['6'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
717,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['19'], 'samedi': ['20'], 'dimanche': ['21']}"
11947,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
1393,"{'lundi': [], 'mardi': [], 'mercredi': ['30'], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
3738,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['28'], 'dimanche': []}"
5560,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['10h-18h'], 'samedi': [], 'dimanche': []}"
1421,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['10'], 'dimanche': []}"
1150,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['24'], 'dimanche': []}"
7190,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['1'], 'vendredi': ['2'], 'samedi': ['3'], 'dimanche': ['4']}"
5117,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
9094,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['17'], 'dimanche': []}"
11185,"{'lundi': [], 'mardi': [], 'mercredi': ['11h-18h'], 'jeudi': ['11h-18h'], 'vendredi': ['11h-18h'], 'samedi': ['11h-18h'], 'dimanche': ['11h-18h']}"
4387,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
9123,"{'lundi': ['2'], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
6253,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['4'], 'samedi': [], 'dimanche': []}"
9105,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['11'], 'samedi': [], 'dimanche': []}"
1320,"{'lundi': [], 'mardi': [], 'mercredi': ['30'], 'jeudi': [], 'vendredi': ['18'], 'samedi': [], 'dimanche': ['20']}"
3949,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['1']}"
5308,"{'lundi': [], 'mardi': ['3'], 'mercredi': [], 'jeudi': ['5', '12'], 'vendredi': [], 'samedi': ['7'], 'dimanche': ['8']}"
5337,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['27', '31'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
5338,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['27', '31'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
9118,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
5599,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['10'], 'dimanche': []}"
5532,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['2'], 'samedi': ['3'], 'dimanche': []}"
5403,"{'lundi': [], 'mardi': ['29'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
5415,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
5416,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
9383,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
6622,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
6614,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
11261,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
2751,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
2752,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
2753,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4936,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
8291,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
8292,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
2043,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
5492,"{'lundi': [], 'mardi': [], 'mercredi': ['17'], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
9282,"{'lundi': ['21', '21'], 'mardi': [], 'mercredi': [], 'jeudi': ['17', '17'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
6030,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['19'], 'dimanche': []}"
9114,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
5531,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['2'], 'samedi': ['3'], 'dimanche': []}"
5534,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['17'], 'dimanche': []}"
9292,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['16'], 'samedi': ['17'], 'dimanche': []}"
5597,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['10'], 'dimanche': []}"
4372,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['13']}"
6051,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['4']}"
11329,"{'lundi': ['7'], 'mardi': ['8', '15'], 'mercredi': ['9', '9', '16'], 'jeudi': ['10', '17'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
5596,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['25'], 'samedi': ['26'], 'dimanche': ['27']}"
5606,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
5610,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
5613,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
5639,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['4', '11', '18', '25']}"
5751,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['30']}"
5753,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['30']}"
5754,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['30']}"
9390,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
9391,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
8478,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
9117,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
8483,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
8484,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
1571,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['30']}"
5855,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['24'], 'dimanche': []}"
6322,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['24'], 'dimanche': []}"
8474,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
1572,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['30']}"
7390,"{'lundi': [], 'mardi': ['9h00-12h30'], 'mercredi': ['9h00-12h30'], 'jeudi': [], 'vendredi': ['9h00-12h30'], 'samedi': ['7', '9h00-12h30'], 'dimanche': []}"
5379,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['4'], 'dimanche': []}"
6432,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['28'], 'dimanche': []}"
5908,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['18'], 'samedi': ['19'], 'dimanche': []}"
4392,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
3947,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['28', '28'], 'dimanche': ['29', '29']}"
8477,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
6777,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['30']}"
8481,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
6039,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
4336,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['10h-18h'], 'samedi': [], 'dimanche': []}"
6037,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
11036,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
6062,"{'lundi': [], 'mardi': ['1'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
3255,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
3256,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
11038,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
11039,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
3259,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
9640,"{'lundi': [], 'mardi': ['10'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
3261,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
5603,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
9639,"{'lundi': [], 'mardi': ['3'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
3262,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
3264,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
3265,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
11620,"{'lundi': [], 'mardi': [], 'mercredi': ['23'], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
1159,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
1239,"{'lundi': ['9h'], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['17h'], 'samedi': [], 'dimanche': []}"
1298,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['19'], 'dimanche': []}"
1162,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
9647,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['19'], 'dimanche': []}"
5612,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
9646,"{'lundi': [], 'mardi': ['15'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
2787,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['17'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4379,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
4381,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
5389,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['1']}"
3278,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['26'], 'dimanche': []}"
4394,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
4353,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
4398,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
7731,"{'lundi': [], 'mardi': [], 'mercredi': ['5', '19', '2', '9', '30'], 'jeudi': ['20'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
8879,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['16'], 'samedi': [], 'dimanche': []}"
8884,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['23']}"
7525,"{'lundi': [], 'mardi': [], 'mercredi': ['11h-18h'], 'jeudi': ['11h-18h'], 'vendredi': ['11h-18h'], 'samedi': ['11h-18h'], 'dimanche': ['11h-18h']}"
4400,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
3267,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
3274,"{'lundi': ['1', '21'], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['19'], 'dimanche': []}"
1258,"{'lundi': [], 'mardi': ['22'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
10236,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
10027,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
3990,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
11846,"{'lundi': [], 'mardi': [], 'mercredi': ['7'], 'jeudi': ['8'], 'vendredi': ['9'], 'samedi': ['10'], 'dimanche': ['11']}"
1259,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['25'], 'samedi': [], 'dimanche': []}"
6285,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['19'], 'dimanche': []}"
7589,"{'lundi': [], 'mardi': [], 'mercredi': ['16'], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
6313,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['26'], 'dimanche': []}"
6015,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['22'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
5120,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
6380,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['27', '31'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
613,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
614,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
9124,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['1'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
5122,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
5124,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
